MOT_switch,MOT_2pass,Rep_switch,Rep_2pass,PumpProbe_2pass,Probe_switch,AWG4_1,AWG4_2,AWG5_1,AWG5_2
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
1,0.5,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
